@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7}

@data
1348,'2019/09/24 10:57:40:077',19,-5001550,-2370867,-4871262,-8095628,-9016984,-7764862,-7103839,-8219743,-11909298,-12043457,-2764847,-526345,-1909804,-6517373,-8425623,-9082006,-6445904,-8156009,-8559516,-9348524,-3228239,-724759,-3030343,-7109250,-8161936,-9345176,-5985868,-8288624,-9610406,-10070442,-7569542,-6518144,-7240837,-8687765,-5989995,-9212819,-5720631,-8486517,-8754843,-9281704,-9736324,-9606802,-10068899,-9674143,-7897732,-8752010,-6247749,-9013377,-9676711,-6517359,-7958108,-11053724,-10988450,-9804696,-9673114,-8029054,-7234643,-8881790,-7570825,-5069655,-11314834,-11711652,-8294799,-6916496,-9940653,-8495268,-8427673,-9610145,-8558744,-7900041,-12237739,-11515564,-7509143,-7707550,-11585212,-9417906,-10272444,-9680310,-10534073,-10665400,-12564905,-12302761,-8557971,-9218213,-13029826,-11125434,-11520193,-11125950,-11651010,-11781568,-12695200,-12694430,-11905428,-11182481,-11510673,-9932931,-10525584,-12369331,-10067348,-10264727,1
1349,'2019/09/24 10:57:40:111',19,-5001551,-2370867,-4871261,-8095372,-9016984,-7699326,-7103839,-8285279,-11843762,-12043457,-2699311,-526345,-1909804,-6517372,-8425622,-9082006,-6511439,-8156009,-8559517,-9348269,-3228239,-724759,-3030343,-7109250,-8161936,-9345177,-5985868,-8288879,-9610661,-10135979,-7569542,-6518144,-7240837,-8687764,-5990250,-9212819,-5720631,-8486518,-8689306,-9216424,-9736324,-9606802,-10068898,-9674398,-7897732,-8817802,-6247493,-9013377,-9676711,-6451824,-8023644,-11119259,-10988706,-9804696,-9673114,-8029055,-7169107,-8881791,-7636361,-5135190,-11380371,-11646117,-8294799,-6916495,-9940653,-8495267,-8427673,-9609888,-8624279,-7900041,-12237484,-11515565,-7574678,-7707549,-11519677,-9417905,-10272444,-9680310,-10534073,-10730936,-12499370,-12368297,-8557971,-9218213,-12964290,-11125434,-11454657,-11125950,-11651010,-11781568,-12695199,-12629150,-11970965,-11182481,-11510673,-9867396,-10525584,-12303795,-10067348,-10264728,1
1350,'2019/09/24 10:57:40:143',19,-5067087,-2370867,-4805725,-8095372,-9016984,-7699326,-7103840,-8219743,-11843763,-12043457,-2765103,-526345,-1909548,-6517372,-8491159,-9016469,-6511440,-8156009,-8493980,-9282733,-3228495,-724759,-2964807,-7108994,-8161936,-9345177,-5985868,-8288624,-9544869,-10070444,-7569542,-6518145,-7240581,-8687764,-5989995,-9212820,-5655095,-8486517,-8754843,-9281961,-9736324,-9672337,-10068899,-9674399,-7897733,-8817803,-6181956,-9013376,-9676711,-6517359,-7957851,-11119260,-10988450,-9804952,-9673370,-8029055,-7168851,-8881790,-7570825,-5135190,-11314833,-11711653,-8294800,-6916495,-9940397,-8495268,-8427673,-9609889,-8624279,-7900041,-12237739,-11515564,-7574679,-7707293,-11585213,-9417905,-10272444,-9680310,-10468537,-10730681,-12499369,-12303018,-8492435,-9218214,-13029571,-11125434,-11454657,-11125950,-11651009,-11781567,-12695199,-12629150,-11970965,-11182226,-11576210,-9867396,-10590863,-12369332,-10067349,-10264727,1
1351,'2019/09/24 10:57:40:176',19,-5067086,-2370867,-4805725,-8095372,-9082520,-7699325,-7103839,-8219743,-11843762,-12043456,-2765103,-526345,-1909804,-6517372,-8425623,-9082005,-6511440,-8156009,-8493981,-9348524,-3228495,-724759,-2964807,-7108994,-8227472,-9345176,-5985868,-8288623,-9610405,-10070444,-7569542,-6518144,-7240837,-8687764,-5990251,-9212819,-5655095,-8486517,-8689306,-9281704,-9736324,-9606801,-10003363,-9674399,-7897732,-8817803,-6181957,-9013377,-9676711,-6451823,-7892315,-11119260,-10988451,-9804696,-9673114,-8029055,-7169107,-8881790,-7570825,-5069654,-11314833,-11646116,-8360336,-6916240,-9940397,-8560804,-8427417,-9609888,-8624279,-7900041,-12237484,-11515565,-7574679,-7707294,-11585469,-9417650,-10272444,-9680309,-10468537,-10730936,-12499625,-12303017,-8557972,-9218214,-12964290,-11125433,-11454657,-11125950,-11651010,-11781567,-12629664,-12629149,-11970965,-11182225,-11576465,-9932932,-10590864,-12369332,-10133140,-10264727,1
1352,'2019/09/24 10:57:40:209',19,-5001551,-2370867,-4871261,-8095372,-9016984,-7699326,-7103839,-8219744,-11909554,-12043456,-2699311,-526345,-1909804,-6517373,-8425623,-9082005,-6511440,-8156009,-8493981,-9348268,-3228239,-724758,-3030344,-7174530,-8161936,-9345176,-5985868,-8288879,-9610405,-10070443,-7635077,-6583680,-7240837,-8687764,-5989995,-9212819,-5720631,-8486518,-8754843,-9281704,-9736323,-9606802,-10068898,-9674398,-7897732,-8817547,-6247493,-9013377,-9676711,-6517360,-7957852,-11119261,-10988450,-9804696,-9673370,-8028798,-7234387,-8881791,-7570825,-5069654,-11380370,-11711653,-8360335,-6916239,-9940397,-8495267,-8427417,-9675424,-8558486,-7834248,-12237484,-11581101,-7509143,-7707294,-11585213,-9417905,-10272444,-9680310,-10534072,-10730680,-12564904,-12302761,-8557972,-9218213,-12964290,-11059898,-11520193,-11125950,-11651010,-11781567,-12694944,-12629150,-11970965,-11182481,-11510930,-9933189,-10591121,-12369331,-10133141,-10330520,1
1353,'2019/09/24 10:57:40:242',19,-5067087,-2370866,-4805725,-8095372,-8951449,-7699326,-7103839,-8285280,-11909298,-12043712,-2699311,-526345,-1909804,-6517372,-8425624,-9082006,-6511440,-8156009,-8493981,-9348524,-3228239,-724758,-3030344,-7174530,-8161936,-9345177,-5985867,-8288624,-9610406,-10070444,-7569542,-6518144,-7240837,-8687764,-6055531,-9212819,-5720630,-8486517,-8689307,-9281704,-9736324,-9606801,-10068898,-9674398,-7897732,-8752010,-6181957,-9013377,-9676711,-6517359,-7958108,-11119259,-10988450,-9870232,-9738906,-8028796,-7234386,-8881791,-7570825,-5069654,-11314834,-11711652,-8360335,-6916239,-9874605,-8429731,-8427415,-9675424,-8558486,-7768455,-12237484,-11515565,-7508886,-7707549,-11651005,-9417905,-10206651,-9680053,-10468537,-10730680,-12499625,-12368297,-8492436,-9218213,-12898497,-10994361,-11520193,-11125950,-11716546,-11781568,-12694944,-12629150,-11905428,-11182482,-11576723,-9933447,-10591377,-12369332,-10198933,-10330521,1
1354,'2019/09/24 10:57:40:276',19,-5067087,-2370867,-4805725,-8095372,-9016984,-7633533,-7103840,-8285279,-11843761,-12108992,-2699567,-526345,-1909804,-6517372,-8491159,-9081749,-6511440,-8156008,-8493981,-9348268,-3228239,-724758,-2964807,-7108993,-8161936,-9345176,-5985868,-8288623,-9610405,-10135979,-7569542,-6583680,-7240581,-8687764,-6055531,-9213075,-5655094,-8486517,-8689307,-9281705,-9736324,-9672337,-10068898,-9674399,-7897732,-8817803,-6181957,-9013377,-9676711,-6451823,-7957852,-11119260,-10988449,-9870231,-9738906,-8028540,-7168594,-8881790,-7570825,-5069398,-11380370,-11711652,-8425871,-6915982,-9808811,-8429731,-8361622,-9675423,-8558229,-7702662,-12237485,-11581100,-7443350,-7707293,-11651006,-9417905,-10206394,-9614517,-10468280,-10665143,-12499369,-12368297,-8426899,-9152678,-12898497,-11059641,-11520194,-11125950,-11651010,-11781567,-12629665,-12563614,-11905172,-11182482,-11576723,-9999239,-10591634,-12369332,-10264727,-10461850,1
1355,'2019/09/24 10:57:40:309',19,-5067087,-2370867,-4805725,-8095372,-9016984,-7699325,-7104095,-8285279,-11909297,-12108992,-2765104,-526345,-1909547,-6517372,-8425623,-9081749,-6511440,-8156008,-8493980,-9282988,-3228495,-724758,-3030087,-7108993,-8161936,-9345177,-5985868,-8288624,-9610405,-10070443,-7635077,-6583680,-7240837,-8687764,-6055531,-9213075,-5655095,-8486517,-8754842,-9281705,-9736323,-9606545,-10068643,-9674143,-7897732,-8817803,-6181956,-9013376,-9676967,-6517359,-7957851,-11119260,-10988449,-9870230,-9804442,-8028283,-7103057,-8947326,-7570824,-5069397,-11380114,-11711652,-8491407,-6915725,-9677482,-8363938,-8361365,-9675423,-8426900,-7636868,-12237484,-11515564,-7443349,-7641757,-11782334,-9483441,-10140602,-9614517,-10468280,-10664887,-12564906,-12302761,-8426900,-9152677,-12767169,-10928569,-11520449,-11060414,-11651010,-11781567,-12629408,-12628894,-11839636,-11116947,-11642772,-10065289,-10591892,-12304053,-10330520,-10527899,1
1356,'2019/09/24 10:57:40:342',19,-5001551,-2305330,-4805725,-8095372,-9016984,-7699326,-7103839,-8219743,-11909554,-12043456,-2699310,-526345,-1909804,-6517372,-8425367,-9082005,-6511439,-8156009,-8493981,-9348524,-3228238,-724758,-3030343,-7174786,-8161936,-9345176,-5985868,-8288880,-9610406,-10135980,-7569541,-6518145,-7240837,-8687764,-5990250,-9212819,-5655095,-8486517,-8689307,-9216425,-9736324,-9606801,-10068898,-9674143,-7897476,-8817546,-6247749,-9013377,-9676711,-6583153,-8023643,-11119004,-10988191,-9935509,-9935770,-7962231,-7168594,-8947327,-7570569,-5069397,-11380370,-11711653,-8556942,-6849674,-9545641,-8363938,-8360594,-9675167,-8360850,-7505025,-12237740,-11515565,-7311763,-7641757,-11913663,-9483698,-9943737,-9614260,-10402744,-10599351,-12499369,-12237226,-8295828,-9021604,-12570047,-10797240,-11586243,-11060415,-11651010,-11781567,-12694944,-12629150,-11642515,-10985876,-11774358,-10262926,-10723735,-12304310,-10462363,-10659742,1
1357,'2019/09/24 10:57:40:376',19,-5067087,-2305331,-4805725,-8095371,-9016984,-7699325,-7103839,-8285279,-11843761,-12043457,-2699311,-526345,-1909804,-6517372,-8425623,-9081750,-6511439,-8156009,-8559261,-9282989,-3228239,-724759,-3030344,-7108994,-8227472,-9345176,-5985868,-8288624,-9544869,-10070444,-7569542,-6518144,-7240836,-8687764,-5989995,-9212820,-5720630,-8486517,-8754843,-9281705,-9736324,-9606801,-10068898,-9674142,-7897476,-8817546,-6181957,-9013377,-9676711,-6648945,-7958107,-11119003,-10922655,-9869971,-10001306,-8027510,-7168593,-8881790,-7570825,-5003604,-11314833,-11711652,-8622733,-6783880,-9414311,-8363682,-8360336,-9740446,-8360849,-7438976,-12237484,-11515564,-7311763,-7641756,-11979455,-9549234,-9877944,-9614260,-10402487,-10599351,-12499369,-12237225,-8295829,-9021349,-12504255,-10796983,-11651778,-11060414,-11585731,-11716032,-12629664,-12628894,-11576723,-10986132,-11774615,-10263439,-10724249,-12304310,-10528156,-10791071,1
1358,'2019/09/24 10:57:40:409',19,-5067087,-2370867,-4805724,-8095372,-9016984,-7633533,-7169375,-8219743,-11843761,-12108993,-2765103,-526345,-1909548,-6517372,-8425623,-9016469,-6511440,-8156008,-8493724,-9348268,-3228495,-724758,-3030343,-7108994,-8161936,-9345176,-5985868,-8288623,-9544869,-10070443,-7569542,-6583679,-7240837,-8687764,-5989995,-9212819,-5655095,-8486517,-8689307,-9281705,-9736323,-9606801,-10068642,-9674142,-7897731,-8817803,-6181956,-9013376,-9742247,-6714738,-7957851,-11053467,-10922655,-9935507,-10067098,-8027253,-7168592,-8881790,-7636360,-5003604,-11314833,-11711652,-8688270,-6783367,-9348262,-8232609,-8294543,-9740446,-8360593,-7307646,-12237484,-11515564,-7311507,-7641501,-11979456,-9549234,-9877687,-9548467,-10402487,-10599095,-12499369,-12171433,-8295830,-8955556,-12372927,-10731192,-11586243,-11060670,-11651266,-11716031,-12629407,-12563358,-11511186,-10920596,-11840664,-10394769,-10724506,-12304310,-10594205,-10857121,1
1359,'2019/09/24 10:57:40:442',19,-5067086,-2370867,-4805725,-8095372,-9016984,-7699325,-7103839,-8219743,-11844018,-12043456,-2765103,-526345,-1909804,-6517372,-8491159,-9082005,-6511440,-8156008,-8493980,-9348525,-3228496,-724758,-3030344,-7109249,-8161936,-9345176,-5985867,-8288624,-9610406,-10135979,-7569542,-6583680,-7240837,-8687764,-6055531,-9212819,-5720631,-8486518,-8689306,-9281705,-9736323,-9672338,-10068642,-9674142,-7897732,-8817546,-6181957,-9013377,-9611175,-6780275,-7957851,-11119004,-10922398,-9935251,-10067098,-7961460,-7168593,-8881791,-7570569,-4938068,-11380113,-11711652,-8753805,-6717573,-9282469,-8232353,-8294285,-9805981,-8294799,-7307389,-12237484,-11515564,-7245714,-7641501,-12045248,-9549234,-9811895,-9614003,-10402231,-10533559,-12499370,-12171689,-8230294,-8955813,-12307390,-10665655,-11651779,-10994878,-11585730,-11716031,-12629408,-12629150,-11445393,-10920597,-11906201,-10395538,-10790556,-12238775,-10659999,-10922914,1
1360,'2019/09/24 10:57:40:476',19,-5067087,-2305074,-4805725,-8095371,-8951447,-7699326,-7103839,-8219743,-11909554,-12043456,-2699311,-526345,-1909804,-6582908,-8425623,-9082006,-6511439,-8156009,-8493981,-9348524,-3228239,-724759,-3030344,-7174787,-8161936,-9345176,-5985867,-8288880,-9610406,-10070443,-7569542,-6518144,-7240837,-8687764,-6055531,-9212819,-5720631,-8486517,-8689306,-9281705,-9736323,-9672337,-10068642,-9674142,-7897732,-8752009,-6247750,-9013377,-9611174,-6780531,-7958108,-11119003,-10922398,-10001043,-10132634,-7961203,-7234129,-8881790,-7505033,-4937812,-11380370,-11711652,-8753804,-6717315,-9282212,-8166816,-8294027,-9806238,-8229006,-7175803,-12237484,-11515564,-7179921,-7707293,-12110784,-9548978,-9746102,-9548467,-10336950,-10533558,-12564905,-12171433,-8230550,-8955813,-12307133,-10600119,-11652035,-10929341,-11585730,-11716032,-12629408,-12563613,-11314065,-10855318,-11906714,-10526869,-10856349,-12239031,-10726049,-10923428,1
1361,'2019/09/24 10:57:40:509',19,-5001550,-2305074,-4805726,-8095628,-8951191,-7699326,-7103838,-8219999,-11909555,-12043456,-2699310,-526345,-1975596,-6517628,-8425623,-9082006,-6445903,-8156009,-8493981,-9348525,-3162703,-725015,-3096136,-7174786,-8161936,-9345176,-5985611,-8354416,-9610406,-10135979,-7569542,-6583680,-7240838,-8687764,-5989995,-9212819,-5720631,-8486518,-8689307,-9281705,-9736323,-9672338,-10068897,-9674142,-7963012,-8751753,-6313286,-9013377,-9611174,-6780787,-8089437,-11119003,-10922141,-10000787,-10132633,-7960945,-7234131,-8881791,-7505032,-4872275,-11380369,-11711396,-8753548,-6717059,-9216420,-8166559,-8293769,-9871518,-8163214,-7110010,-12237484,-11515564,-7114128,-7707294,-12111041,-9483441,-9745845,-9548211,-10336694,-10533559,-12499370,-12105896,-8165014,-8955813,-12176060,-10534327,-11652036,-10929342,-11585730,-11650495,-12694944,-12563357,-11248272,-10855319,-11972251,-10527382,-10856606,-12239031,-10791842,-11054501,1
1362,'2019/09/24 10:57:40:542',19,-5001294,-2370610,-4871261,-8160908,-8951191,-7699326,-7103838,-8285279,-11909555,-12043456,-2699054,-526345,-1975596,-6582909,-8425367,-9082006,-6445647,-8156009,-8493981,-9348269,-3162702,-725015,-3030600,-7174787,-8161935,-9345176,-5985611,-8354160,-9610406,-10070443,-7569542,-6518145,-7306373,-8687764,-5990250,-9147282,-5720631,-8486518,-8754843,-9281705,-9736324,-9672338,-10068898,-9674142,-7963011,-8751753,-6313286,-9013377,-9676711,-6846324,-8089437,-11119259,-10922140,-10000787,-10132889,-7960944,-7234386,-8881791,-7505032,-4872275,-11380370,-11711652,-8753547,-6716801,-9150882,-8100766,-8293256,-9871517,-8163212,-7044217,-12237484,-11450028,-7048335,-7707294,-12176321,-9417905,-9614772,-9548210,-10336694,-10468022,-12499369,-12040105,-8099478,-8955813,-12110268,-10534326,-11652036,-10929086,-11585474,-11716031,-12629407,-12629150,-11116944,-10855320,-12038299,-10593432,-10922400,-12239032,-10857636,-11186086,1
1363,'2019/09/24 10:57:40:575',19,-5001550,-2370610,-4805725,-8095372,-8951192,-7699326,-7103839,-8219743,-11909555,-12108992,-2699311,-526345,-1909804,-6517373,-8425623,-9082005,-6511440,-8156009,-8493980,-9348269,-3228239,-725015,-3096136,-7174786,-8161936,-9345176,-5920332,-8288879,-9610406,-10135980,-7569542,-6583681,-7240836,-8687764,-5989995,-9212819,-5720631,-8486517,-8754843,-9281961,-9736324,-9672337,-10068898,-9674142,-7963012,-8751753,-6247749,-9013377,-9676710,-6912117,-8089437,-11119003,-10922140,-9935249,-10132634,-8026480,-7234129,-8881791,-7505032,-4872018,-11380625,-11711396,-8819083,-6651008,-9150626,-8034972,-8227463,-9871517,-8162956,-7043703,-12237483,-11450028,-7048334,-7707293,-12176576,-9417648,-9614260,-9613746,-10270901,-10467766,-12499370,-12040105,-8099479,-8955812,-12110011,-10468790,-11652036,-10929086,-11585474,-11716031,-12629407,-12563614,-11051151,-10790041,-12104093,-10725018,-10922914,-12173496,-10989221,-11186344,1
1364,'2019/09/24 10:57:40:609',19,-5001550,-2370610,-4805725,-8095372,-8951192,-7699326,-7103839,-8219743,-11909555,-12108992,-2699311,-526345,-1909804,-6517373,-8425623,-9082005,-6511440,-8156009,-8493980,-9348269,-3228239,-725015,-3096136,-7174786,-8161936,-9345176,-5920332,-8288879,-9610406,-10135980,-7569542,-6583681,-7240836,-8687764,-5989995,-9212819,-5720631,-8486517,-8754843,-9281961,-9736324,-9672337,-10068898,-9674142,-7963012,-8751753,-6247749,-9013377,-9676710,-6912117,-8089437,-11119003,-10922140,-9935249,-10132634,-8026480,-7234129,-8881791,-7505032,-4872018,-11380625,-11711396,-8819083,-6651008,-9150626,-8034972,-8227463,-9871517,-8162956,-7043703,-12237483,-11450028,-7048334,-7707293,-12176576,-9417648,-9614260,-9613746,-10270901,-10467766,-12499370,-12040105,-8099479,-8955812,-12110011,-10468790,-11652036,-10929086,-11585474,-11716031,-12629407,-12563614,-11051151,-10790041,-12104093,-10725018,-10922914,-12173496,-10989221,-11186344,1
1365,'2019/09/24 10:57:40:642',19,-5001550,-2305074,-4805725,-8029836,-8951448,-7699326,-7103839,-8285279,-11909555,-12043456,-2699311,-526345,-1909804,-6517628,-8425623,-9082005,-6511439,-8156009,-8493981,-9348269,-3228240,-725015,-3095880,-7174786,-8161936,-9345176,-5985867,-8288880,-9610662,-10070443,-7569543,-6583680,-7240837,-8687764,-5989995,-9147283,-5720631,-8486517,-8754843,-9281961,-9736324,-9672337,-10068897,-9674142,-7963011,-8751753,-6247749,-9013377,-9611174,-6912117,-8023645,-11119003,-10856604,-9935249,-10132633,-8026481,-7234129,-8881790,-7505032,-4806482,-11380370,-11711395,-8884618,-6650750,-9150369,-7968924,-8227205,-9937053,-8162698,-6912374,-12237484,-11515563,-6982543,-7707293,-12176320,-9417392,-9548723,-9613746,-10336438,-10467767,-12564905,-11974313,-8099479,-8890277,-12044475,-10403255,-11652036,-10929085,-11585474,-11584959,-12694944,-12563356,-10919822,-10790041,-12104350,-10791069,-10988707,-12173752,-10989479,-11252137,1
1366,'2019/09/24 10:57:40:675',19,-5001294,-2305074,-4805725,-8095372,-8951191,-7765118,-7103582,-8220000,-11909555,-12043456,-2699054,-526345,-1975341,-6583164,-8425623,-9082006,-6445647,-8221545,-8493981,-9348268,-3162702,-725015,-3096136,-7174786,-8161935,-9344920,-5920075,-8288880,-9610662,-10070443,-7569542,-6583680,-7306374,-8687764,-5990250,-9147282,-5720631,-8486518,-8689307,-9281705,-9736324,-9672337,-10068642,-9674142,-7897731,-8685960,-6313542,-9013633,-9610918,-6977653,-8089437,-11119003,-10856348,-9935248,-10132633,-7960688,-7299922,-8881791,-7439239,-4806481,-11380626,-11711395,-8884361,-6716029,-9150112,-7968665,-8226947,-10002588,-8031370,-6846324,-12237484,-11449773,-6916748,-7772829,-12110784,-9351600,-9482930,-9613745,-10270645,-10467765,-12499369,-11908777,-8034200,-8890277,-11978938,-10403254,-11652036,-10863550,-11519937,-11584959,-12629663,-12563357,-10788494,-10790298,-12170142,-10857375,-10989220,-12173752,-11120809,-11383467,1
1367,'2019/09/24 10:57:40:709',19,-5001294,-2304817,-4871518,-8160909,-8951191,-7765119,-7103582,-8285536,-11909555,-12043456,-2633518,-526345,-1975597,-6583165,-8425367,-9082006,-6445647,-8221544,-8493981,-9348525,-3162447,-725015,-3096393,-7240322,-8161935,-9345176,-5920075,-8288880,-9610662,-10070187,-7569286,-6583680,-7240838,-8753300,-5989995,-9147281,-5720631,-8486518,-8689307,-9281961,-9736323,-9672338,-10068898,-9674142,-7897476,-8685960,-6313542,-9013634,-9610919,-6977910,-8221022,-11119003,-10856347,-9934993,-10132632,-7960687,-7234386,-8881791,-7439239,-4806225,-11380626,-11711651,-8884360,-6650236,-9150111,-7968408,-8226690,-10002588,-8031112,-6780531,-12237483,-11449772,-6916492,-7772830,-12110783,-9351599,-9482674,-9613744,-10270645,-10402230,-12499368,-11843240,-8034199,-8890277,-11978682,-10402998,-11652036,-10863294,-11585474,-11584958,-12694944,-12563357,-10657166,-10725019,-12235935,-10988960,-10989477,-12108217,-11186858,-11383979,1
1368,'2019/09/24 10:57:40:742',19,-5001550,-2305074,-4805724,-8095372,-9016728,-7699326,-7103839,-8219743,-11843762,-12043456,-2699311,-526345,-1909804,-6517372,-8425367,-9082006,-6445903,-8156009,-8493980,-9348524,-3228495,-725015,-3030344,-7174786,-8161936,-9345176,-5985867,-8288624,-9545125,-10070443,-7569541,-6583680,-7240837,-8687764,-6055530,-9212818,-5720631,-8486517,-8689307,-9216425,-9736323,-9606801,-10068642,-9674142,-7963011,-8751753,-6247749,-9013377,-9676710,-7043702,-8023644,-11119002,-10856348,-9934991,-10132632,-8026480,-7234129,-8881791,-7505031,-4740688,-11380370,-11711394,-9015687,-6649721,-9084061,-7902357,-8160640,-10002332,-8030856,-6714481,-12171947,-11515308,-6850699,-7707036,-12110528,-9285806,-9351344,-9547952,-10204852,-10401974,-12499368,-11843241,-8034200,-8824485,-11913145,-10337462,-11586500,-10797758,-11454401,-11650239,-12629408,-12497821,-10460045,-10659483,-12301984,-11120804,-11055527,-12108473,-11318444,-11515309,1
1369,'2019/09/24 10:57:40:775',19,-5001294,-2305073,-4871260,-8095372,-8951191,-7764863,-7103838,-8285535,-11909555,-12043456,-2699311,-526345,-1975340,-6583165,-8425623,-9082006,-6511183,-8221545,-8493981,-9348525,-3162703,-725015,-3096137,-7174786,-8227472,-9345177,-5920075,-8354416,-9610662,-10070443,-7569542,-6583680,-7240837,-8753300,-5989995,-9212818,-5720631,-8486518,-8689307,-9281706,-9736323,-9672337,-10068641,-9674141,-7897475,-8685960,-6313286,-9079170,-9610918,-7043702,-8089436,-11119002,-10790810,-9934991,-10132632,-8026224,-7299666,-8881790,-7439239,-4740688,-11380370,-11711394,-9015431,-6649465,-9084061,-7902100,-8160383,-10068123,-7965319,-6648688,-12237483,-11515308,-6850698,-7707292,-12044991,-9220014,-9351088,-9547952,-10204851,-10401972,-12499368,-11777705,-8034201,-8824740,-11847610,-10337462,-11586243,-10731965,-11519937,-11650238,-12629664,-12563100,-10394509,-10659741,-12236450,-11121317,-11121321,-12108473,-11383981,-11515566,1
1370,'2019/09/24 10:57:40:809',19,-4935757,-2305073,-4871261,-8160908,-8951191,-7765118,-7103582,-8285536,-11909555,-12043456,-2633518,-526345,-1975598,-6583165,-8425367,-9082006,-6445646,-8156265,-8493981,-9348524,-3162447,-725015,-3161673,-7240322,-8227472,-9345175,-5985610,-8354416,-9610663,-10070444,-7569542,-6583680,-7306373,-8687764,-5989995,-9147026,-5720631,-8486518,-8689307,-9281706,-9736324,-9672337,-10068898,-9674142,-7897475,-8685960,-6313542,-9078914,-9610918,-7109239,-8155230,-11119002,-10856346,-9934991,-10132632,-8026223,-7234386,-8881791,-7504775,-4740688,-11446162,-11711395,-9015430,-6649720,-9018525,-7902100,-8225918,-10002588,-7965063,-6648688,-12237483,-11515307,-6784906,-7772829,-12044735,-9220014,-9351087,-9547696,-10139316,-10401973,-12499369,-11777705,-8034200,-8890276,-11847353,-10271926,-11520963,-10731965,-11519938,-11584702,-12629408,-12497565,-10394252,-10659741,-12236450,-11121317,-11055784,-12108474,-11383980,-11515566,1
